1,61,1576.8,617.96,97.2,209.59,0,2
1,62,1379.7,633.83,78.3,213.3,1,2
1,63,1524.15,488.7,54.0,143.1,0,2
1,64,413.1,818.1,133.65,322.65,1,2
1,65,1437.75,644.29,70.2,223.09,1,2
1,66,567.34,783.0,138.71,376.65,0,2
1,67,297.68,910.58,161.32,403.65,0,2
1,68,1734.75,461.03,35.1,110.03,0,2
1,69,1660.5,410.4,29.7,72.23,1,2
1,70,1764.45,464.4,37.8,112.05,0,2
1,71,1718.55,387.11,27.0,66.82,0,0
1,72,1644.3,396.9,27.0,80.32,0,2
1,73,1764.45,399.6,27.0,59.4,0,0
1,74,1815.75,434.03,29.7,69.52,0,0
2,61,1575.62,618.25,94.86,209.29,0,2
2,62,1378.52,633.82,78.3,213.3,1,2
2,63,1525.32,488.99,54.0,143.1,0,2
2,64,413.1,816.93,134.24,323.82,1,2
2,65,1437.75,643.99,67.86,223.96,1,2
2,66,565.87,783.0,139.59,375.48,0,2
2,67,296.21,911.16,161.91,404.82,0,2
2,68,1733.57,461.61,35.1,110.02,0,2
2,69,1660.49,409.81,29.7,72.22,1,2
2,70,1764.44,464.4,37.8,112.63,0,2
2,71,1718.54,388.28,31.69,65.65,0,0
2,72,1645.46,396.02,27.0,81.5,0,2
2,73,1764.44,401.06,29.34,58.23,0,0
2,74,1815.74,433.73,29.7,70.11,0,0
2,75,1615.95,388.46,24.3,61.42,0,0
2,76,1787.4,429.64,32.4,71.55,1,2
3,61,1575.42,619.62,92.33,210.56,0,2
3,62,1377.79,634.61,77.77,213.04,1,2
3,63,1526.57,489.04,54.0,143.1,0,2
3,64,413.35,816.72,134.34,326.12,1,2
3,65,1434.54,644.99,69.59,223.07,1,2
3,66,564.56,782.47,140.79,382.65,0,2
3,67,295.16,911.25,162.01,406.07,0,2
3,68,1733.37,461.97,35.1,109.5,0,2
3,69,1660.49,409.71,29.7,72.23,1,2
3,70,1763.39,464.92,39.9,112.21,0,2
3,71,1719.52,390.07,32.51,63.86,0,0
3,72,1645.66,396.13,27.0,80.65,0,2
3,73,1765.46,401.05,29.75,58.03,0,0
3,74,1815.74,433.68,29.7,69.16,0,0
3,75,1617.02,388.73,22.14,59.26,0,0
3,76,1786.31,430.71,32.4,69.93,1,2
4,61,1574.34,622.1,91.61,213.53,0,2
4,62,1375.52,635.37,77.61,212.44,1,2
4,63,1526.94,489.05,54.0,143.62,0,2
4,64,413.95,816.68,133.33,325.8,1,2
4,65,1432.55,645.31,70.15,222.77,1,2
4,66,563.67,783.32,141.67,382.88,0,2
4,67,293.83,912.3,161.0,404.39,0,2
4,68,1733.33,462.85,35.1,108.82,0,2
4,69,1661.53,408.66,29.7,72.74,1,2
4,70,1763.06,465.34,40.57,112.58,0,2
4,71,1720.88,390.86,32.7,62.82,0,0
4,72,1644.68,394.89,29.06,81.91,0,2
4,73,1765.81,401.27,29.84,57.47,0,0
4,74,1815.75,433.41,29.7,67.3,0,0
4,75,1616.17,387.99,23.85,60.42,0,0
4,76,1787.14,430.4,32.4,70.66,1,2
5,61,1573.01,625.09,91.46,214.71,0,2
5,62,1371.34,635.85,80.06,213.0,1,2
5,63,1527.02,489.55,55.99,143.28,0,2
5,64,414.4,817.19,132.5,324.63,1,2
5,65,1429.01,646.14,72.29,221.93,1,2
5,66,559.72,782.64,145.14,382.78,0,2
5,67,293.21,915.14,158.18,396.82,0,2
5,68,1733.33,463.12,35.1,109.11,0,2
5,69,1662.85,408.09,29.7,73.4,1,2
5,70,1762.97,465.72,40.74,113.7,0,2
5,71,1720.36,393.58,34.64,61.03,0,0
5,72,1644.35,395.25,29.72,81.33,0,2
5,73,1766.88,401.59,29.84,57.31,0,0
5,74,1816.74,433.84,27.71,63.69,0,0
5,75,1614.87,389.32,24.4,59.75,0,0
5,76,1788.47,430.3,30.3,69.86,1,2
5,77,1633.5,391.84,18.9,57.38,0,0
6,1,1811.7,498.83,37.8,104.62,0,2
6,61,1570.66,628.44,91.47,214.08,0,2
6,62,1361.42,636.47,88.51,214.17,1,2
6,63,1527.98,489.48,56.65,143.64,0,2
6,64,415.99,816.88,130.78,326.15,1,2
6,65,1425.98,646.16,72.99,222.4,1,2
6,66,554.37,780.95,150.8,392.29,0,2
6,67,292.56,917.03,157.25,392.36,0,2
6,68,1732.37,463.19,35.1,109.23,0,2
6,69,1663.28,407.92,29.7,73.61,1,2
6,70,1762.97,466.31,40.76,113.59,0,2
6,71,1720.16,394.66,35.28,60.5,0,0
6,72,1646.13,395.15,28.04,81.11,0,2
6,73,1767.23,401.2,31.73,57.76,0,0
6,74,1817.07,433.99,25.04,58.59,0,0
6,75,1611.48,389.52,26.51,57.97,0,0
6,76,1789.9,430.28,29.65,67.03,1,2
6,77,1632.41,390.22,21.06,59.53,0,0
7,1,1811.7,498.83,37.8,104.62,0,2
7,61,1569.9,629.54,91.51,213.8,0,2
7,62,1357.96,636.43,91.47,214.81,1,2
7,63,1528.31,489.44,56.86,143.77,0,2
7,64,416.52,816.77,130.21,326.67,1,2
7,65,1425.01,646.15,73.2,222.58,1,2
7,66,552.53,780.83,152.75,394.6,0,2
7,67,292.37,917.14,156.98,390.96,0,2
7,68,1733.01,463.19,33.21,109.28,0,2
7,69,1663.41,407.88,29.7,73.68,1,2
7,70,1762.99,466.51,40.73,113.53,0,2
7,71,1720.08,394.96,35.47,60.38,0,0
7,72,1646.81,394.9,27.36,81.51,0,2
7,73,1767.36,401.05,32.39,57.93,0,0
7,74,1817.18,434.03,24.22,57.05,0,0
7,75,1610.36,389.56,27.2,57.4,0,0
7,76,1790.31,430.28,29.49,66.13,1,2
7,77,1632.22,389.91,21.46,59.95,0,0
8,1,1810.65,498.82,37.8,104.63,0,2
8,61,1569.67,631.92,89.68,214.35,0,2
8,62,1354.12,638.48,94.3,214.8,1,2
8,63,1529.32,489.42,56.91,143.81,0,2
8,64,416.9,816.73,131.45,325.91,1,2
8,65,1419.22,646.35,76.92,221.96,1,2
8,66,550.59,780.34,154.73,398.06,0,2
8,67,291.75,918.05,157.28,392.46,0,2
8,68,1733.25,463.41,32.53,109.3,0,2
8,69,1664.35,407.65,29.7,73.68,1,2
8,70,1763.01,466.09,40.7,113.97,0,2
8,71,1722.75,393.82,33.68,60.86,0,0
8,72,1647.03,395.51,27.12,80.26,0,2
8,73,1770.08,402.16,30.79,56.59,0,0
8,74,1817.19,434.53,25.95,60.53,0,0
8,75,1612.78,389.56,25.56,59.65,0,0
8,76,1791.36,430.77,27.53,62.97,1,2
8,77,1634.19,392.14,19.56,57.49,0,0
9,1,1810.31,499.35,37.8,104.1,0,2
9,61,1569.66,634.08,87.19,215.91,0,2
9,62,1349.7,641.04,95.73,212.94,1,2
9,63,1530.59,488.95,56.91,144.74,0,2
9,64,416.79,816.26,131.0,323.77,1,2
9,65,1411.82,647.11,81.83,222.43,1,2
9,66,552.68,781.09,152.21,394.64,0,2
9,67,291.44,917.42,157.08,394.94,0,2
9,68,1733.34,463.47,32.31,109.31,0,2
9,69,1664.68,407.35,29.7,73.68,1,2
9,70,1763.03,466.38,40.67,113.66,0,2
9,71,1725.61,395.22,31.1,59.67,0,0
9,72,1647.11,396.67,27.03,78.87,0,2
9,73,1772.96,403.02,26.43,55.65,0,0
9,74,1818.12,433.54,28.36,66.31,0,0
9,75,1612.89,389.32,24.85,59.96,0,0
9,76,1792.65,429.73,26.9,63.88,1,2
9,77,1632.76,392.35,21.01,58.24,0,0
10,1,1810.23,499.26,37.8,104.44,0,2
10,61,1568.76,635.48,86.32,217.13,0,2
10,62,1348.14,643.56,94.4,212.93,1,2
10,63,1531.93,488.78,56.89,145.98,0,2
10,64,418.55,815.17,129.01,323.89,1,2
10,65,1403.81,648.28,87.17,224.44,1,2
10,66,557.69,781.39,147.95,395.95,0,2
10,67,290.56,916.68,157.6,398.66,0,2
10,68,1732.44,463.49,34.1,109.78,0,2
10,69,1664.76,407.26,29.7,73.21,1,2
10,70,1763.03,466.49,40.64,113.53,0,2
10,71,1729.43,395.47,28.25,59.27,0,0
10,72,1647.11,396.4,27.0,78.37,0,2
10,73,1775.89,402.64,24.79,55.78,0,0
10,74,1819.33,432.29,29.26,69.78,0,0
10,75,1612.02,389.23,24.58,59.62,0,0
10,76,1793.03,429.85,26.72,65.15,1,2
10,77,1633.28,392.88,19.54,57.52,0,0
